split,symbol,side,venue,window_seconds,signed_liq_bucket,horizon_seconds,rows,clipped_turnover,weighted_pnl_bps,mean_pnl_bps
validation,btcusdt,sell,bybit,1,neg_1e5,30,706480,2890024954.0974913,4.634271589646167,4.01564149610936
validation,btcusdt,buy,binance,1,neg_1e1,120,44921,122185964.8058999,-5.378423185800828,-4.8593697737195125
validation,btcusdt,buy,bybit,1,neg_1e5,120,470266,1476017677.070699,-4.545795585955002,-2.950087714565899
validation,btcusdt,sell,bybit,1,neg_1e5,120,706480,2890024954.0974913,5.921405586852814,4.760714106920186
validation,btcusdt,buy,binance,1,neg_1e1,300,44921,122185964.8058999,-3.1407060055184357,-5.50195101517112
validation,btcusdt,buy,bybit,1,neg_1e5,300,470266,1476017677.070699,-3.3144578507722984,-0.5357715338746215
validation,btcusdt,sell,bybit,1,neg_1e5,300,706480,2890024954.0974913,6.149479192462836,3.962234810835366
validation,btcusdt,buy,binance,10,pos_1e1,30,33541,76342819.73619998,-9.812082387504848,-6.920929662318511
validation,btcusdt,sell,binance,10,pos_1e1,30,31045,73500956.34099996,7.179238007286157,3.286910550262048
validation,btcusdt,buy,binance,30,pos_1e1,30,55279,106028432.59899999,-1.4578704413321566,-0.47113812653290615
validation,btcusdt,sell,binance,30,pos_1e1,30,47194,83813743.42459999,-0.1516873816404442,-0.21662333054612515
validation,btcusdt,buy,bybit,120,pos_1e1,30,482326,968913155.5654007,-0.7898405326273318,-1.010918467384396
validation,btcusdt,sell,bybit,120,pos_1e1,30,471881,845566222.5433003,0.023628507284401235,0.39226924965520465
validation,btcusdt,buy,binance,10,pos_1e1,120,33541,76342819.73619998,-9.280177562452929,-10.911400662816016
validation,btcusdt,sell,binance,10,pos_1e1,120,31045,73500956.34099996,8.094275442905214,6.25724304634624
validation,btcusdt,buy,binance,30,pos_1e1,120,55279,106028432.59899999,-3.76147736392162,-1.7727309957690485
validation,btcusdt,sell,binance,30,pos_1e1,120,47194,83813743.42459999,4.167838250131168,3.5795599833739216
validation,btcusdt,buy,bybit,120,pos_1e1,120,482326,968913155.5654007,-1.829417422096994,-2.2595572481270123
validation,btcusdt,sell,bybit,120,pos_1e1,120,471881,845566222.5433003,0.37883730465139165,1.6300897025548726
validation,btcusdt,buy,binance,10,pos_1e1,300,33541,76342819.73619998,1.784151807068682,1.076633425417587
validation,btcusdt,sell,binance,10,pos_1e1,300,31045,73500956.34099996,-4.952777478951647,-1.6556462769019773
validation,btcusdt,buy,binance,30,pos_1e1,300,55279,106028432.59899999,-0.23137267277032825,3.19182891088053
validation,btcusdt,sell,binance,30,pos_1e1,300,47194,83813743.42459999,0.7816284120609253,0.0051257737940944865
validation,btcusdt,buy,bybit,120,pos_1e1,300,482326,968913155.5654007,-0.3031267250034901,-0.6014210148382735
validation,btcusdt,sell,bybit,120,pos_1e1,300,471881,845566222.5433003,0.4242475460167595,0.487849277451775
validation,btcusdt,buy,binance,60,pos_1e1,30,83116,156029684.40579996,-0.18276047319111718,-0.48124327183759946
validation,btcusdt,sell,binance,60,pos_1e1,30,75354,135113449.0469998,-2.9841551923912273,-1.0632416631365629
validation,btcusdt,buy,binance,60,pos_1e1,120,83116,156029684.40579996,-2.2690008915928166,-2.8302240291155094
validation,btcusdt,sell,binance,60,pos_1e1,120,75354,135113449.0469998,-5.794474634122881,-1.0537228228070583
