split,date,symbol,venue,side,offset_seconds,rows,mean_return_bps,std_return_bps
train,2025-12-05,btcusdt,binance,buy,-30,535,-9.654608530111961,8.371783291439169
train,2025-12-05,btcusdt,binance,sell,-30,981,10.185715344288708,8.320146023524034
train,2025-12-05,btcusdt,binance,buy,-10,535,-5.044101997679072,5.170151736305433
train,2025-12-05,btcusdt,binance,sell,-10,981,5.425581397867037,5.352231158975115
train,2025-12-05,btcusdt,binance,buy,-5,535,-3.3286134048214793,3.9033422391112493
train,2025-12-05,btcusdt,binance,sell,-5,981,3.1693514003499583,3.786185769231841
train,2025-12-05,btcusdt,binance,buy,-1,535,-0.24036350040864818,1.5746167088740297
train,2025-12-05,btcusdt,binance,sell,-1,981,0.20504677865589335,1.6531145560436706
train,2025-12-05,btcusdt,binance,buy,0,535,0.0,0.0
train,2025-12-05,btcusdt,binance,sell,0,981,0.0,0.0
train,2025-12-05,btcusdt,binance,buy,1,535,-0.020992629072412457,1.3942855583155391
train,2025-12-05,btcusdt,binance,sell,1,981,-0.013297749784232713,1.768348741053403
train,2025-12-05,btcusdt,binance,buy,5,535,-0.17277194231111617,2.9503293961329096
train,2025-12-05,btcusdt,binance,sell,5,981,0.0013857710835890162,3.8977749962819894
train,2025-12-05,btcusdt,binance,buy,10,535,-0.3048525134643157,4.408762726807257
train,2025-12-05,btcusdt,binance,sell,10,981,0.35470015627815193,5.583868397533108
train,2025-12-05,btcusdt,binance,buy,30,535,-0.7723780531183111,7.1014901456368555
train,2025-12-05,btcusdt,binance,sell,30,981,0.8642703026322063,8.920939831751793
train,2025-12-05,btcusdt,binance,buy,60,535,-0.31326007336761125,10.223452318644199
train,2025-12-05,btcusdt,binance,sell,60,981,0.5660993013916221,10.971872468631954
train,2025-12-05,btcusdt,binance,buy,120,535,-1.26478630528061,15.343467086488367
train,2025-12-05,btcusdt,binance,sell,120,981,-0.6646526481037903,13.78150616102453
train,2025-12-05,btcusdt,binance,buy,300,535,-3.564425814745722,22.8844446068769
train,2025-12-05,btcusdt,binance,sell,300,981,-3.3061912903638593,22.587857146752004
train,2025-12-05,btcusdt,bybit,buy,-300,400,-41.825164015461084,33.535962318948314
train,2025-12-05,btcusdt,bybit,sell,-300,2240,44.91224323104308,19.87287288465805
train,2025-12-05,btcusdt,bybit,buy,-120,400,-27.227481810020144,17.34599689956885
train,2025-12-05,btcusdt,bybit,sell,-120,2240,25.850418285279815,12.559464708915758
train,2025-12-05,btcusdt,bybit,buy,-60,400,-19.701988771777447,12.76138275906966
train,2025-12-05,btcusdt,bybit,sell,-60,2240,22.055959321610334,13.057241172486739
train,2025-12-05,btcusdt,bybit,buy,-30,400,-13.471174598227039,8.588916287713404
train,2025-12-05,btcusdt,bybit,sell,-30,2240,17.790275509700237,10.167549188610016
train,2025-12-05,btcusdt,bybit,buy,-10,400,-8.250823055962535,6.707855883937046
train,2025-12-05,btcusdt,bybit,sell,-10,2240,11.6220750176261,7.182976241706882
train,2025-12-05,btcusdt,bybit,buy,-5,400,-6.156557360993532,5.355703050352421
train,2025-12-05,btcusdt,bybit,sell,-5,2240,7.871034529541812,5.425623159990857
train,2025-12-05,btcusdt,bybit,buy,-1,400,-1.0546874466470308,3.438766905559566
train,2025-12-05,btcusdt,bybit,sell,-1,2240,0.7181435034056545,3.8106685903497532
train,2025-12-05,btcusdt,bybit,buy,0,400,0.0,0.0
train,2025-12-05,btcusdt,bybit,sell,0,2240,0.0,0.0
train,2025-12-05,btcusdt,bybit,buy,1,400,0.35660196217302387,2.0966188640905328
train,2025-12-05,btcusdt,bybit,sell,1,2240,0.10451275803412272,2.4427110574676227
train,2025-12-05,btcusdt,bybit,buy,5,400,0.645565201978105,3.624441963769463
train,2025-12-05,btcusdt,bybit,sell,5,2240,0.16208893189283846,5.567431271691274
train,2025-12-05,btcusdt,bybit,buy,10,400,0.5632728681549694,5.236206150331162
train,2025-12-05,btcusdt,bybit,sell,10,2240,1.1703867166717021,8.826012672305106
train,2025-12-05,btcusdt,bybit,buy,30,400,0.04749217913841683,8.577771178676677
train,2025-12-05,btcusdt,bybit,sell,30,2240,3.0724679747154484,12.926724054119758
train,2025-12-05,btcusdt,bybit,buy,60,400,3.297640453535871,12.546054506661983
train,2025-12-05,btcusdt,bybit,sell,60,2240,2.329602345555447,15.607016088032974
train,2025-12-05,btcusdt,bybit,buy,120,400,2.7526848129381465,19.733212653364784
train,2025-12-05,btcusdt,bybit,sell,120,2240,1.501396046978603,17.25168897920599
train,2025-12-05,btcusdt,bybit,buy,300,400,-0.8303854784947612,29.59243827757442
train,2025-12-05,btcusdt,bybit,sell,300,2240,-0.8141329250345635,27.544439933540684
train,2025-12-06,btcusdt,binance,buy,-300,205,-15.975398084859554,16.851083909436962
train,2025-12-06,btcusdt,binance,sell,-300,360,7.764799070696421,12.593745262975679
train,2025-12-06,btcusdt,binance,buy,-120,205,-9.717295860208885,11.333386593867388
train,2025-12-06,btcusdt,binance,sell,-120,360,6.943519019282791,10.07528797155525
train,2025-12-06,btcusdt,binance,buy,-60,205,-7.431537738271742,9.6177056598805
train,2025-12-06,btcusdt,binance,sell,-60,360,6.076448203657971,9.370507274261248
train,2025-12-06,btcusdt,binance,buy,-30,205,-5.412050052488458,7.469586953847346
train,2025-12-06,btcusdt,binance,sell,-30,360,5.117442885261013,8.503602413291542
train,2025-12-06,btcusdt,binance,buy,-10,205,-3.3398739888327955,5.0362374678285855
train,2025-12-06,btcusdt,binance,sell,-10,360,2.611362940981038,4.8614180227352435
train,2025-12-06,btcusdt,binance,buy,-5,205,-2.2862798681853542,3.4749529943503275
train,2025-12-06,btcusdt,binance,sell,-5,360,1.4332865052900594,3.345011301544756
train,2025-12-06,btcusdt,binance,buy,-1,205,-0.28760271161614265,1.3533607734015878
train,2025-12-06,btcusdt,binance,sell,-1,360,0.13853622424591733,1.0713320530605708
train,2025-12-06,btcusdt,binance,buy,0,205,0.0,0.0
train,2025-12-06,btcusdt,binance,sell,0,360,0.0,0.0
train,2025-12-06,btcusdt,binance,buy,1,205,0.1125892400251363,1.0307388327125253
train,2025-12-06,btcusdt,binance,sell,1,360,-0.12901425263892316,1.546285694170173
train,2025-12-06,btcusdt,binance,buy,5,205,0.18983354465971236,2.113205475093956
train,2025-12-06,btcusdt,binance,sell,5,360,-0.26297353067501356,2.656872767427013
train,2025-12-06,btcusdt,binance,buy,10,205,0.13294561618512798,2.6644213312783953
train,2025-12-06,btcusdt,binance,sell,10,360,-0.2570161663455179,3.491007754302987
train,2025-12-06,btcusdt,binance,buy,30,205,-0.3200714939429092,5.043677003662929
