strategy,split,vol_window_seconds,vol_floor,sigma_multiplier,score,final_pnl,max_drawdown,turnover,fill_count,final_inventory,max_abs_inventory,avg_abs_inventory,avg_quoted_spread_ticks
avellaneda_stoikov_mid,test,180.0,0.2,1.0,-422.85458621060536,-384.30005275000184,385.5399045500018,1190282.8453377055,17473,1273.0,36315.0,5430.056033385039,106.52002639316557
avellaneda_stoikov_mid,test,300.0,0.2,1.0,-433.38865674612475,-393.8770859999993,395.11032199999937,1188876.5947158006,17466,3620.0,38599.0,5385.461255295997,106.52488250410946
avellaneda_stoikov_mid,test,300.0,0.1,1.0,-433.38865674612475,-393.8770859999993,395.11032199999937,1188876.5947158006,17466,3620.0,38599.0,5385.461255295997,106.52488250410946
avellaneda_stoikov_mid,test,300.0,0.05,1.0,-433.38865674612475,-393.8770859999993,395.11032199999937,1188876.5947158006,17466,3620.0,38599.0,5385.461255295997,106.52488250410946
avellaneda_stoikov_mid,test,600.0,0.2,1.0,-451.2908818235313,-410.1700993500004,411.20251115000036,1190793.3517232914,17509,2989.0,36636.0,5313.5853089621005,106.56726784432662
avellaneda_stoikov_mid,test,600.0,0.05,1.0,-451.2908818235313,-410.1700993500004,411.20251115000036,1190793.3517232914,17509,2989.0,36636.0,5313.5853089621005,106.56726784432662
avellaneda_stoikov_mid,test,600.0,0.1,1.0,-451.2908818235313,-410.1700993500004,411.20251115000036,1190793.3517232914,17509,2989.0,36636.0,5313.5853089621005,106.56726784432662
avellaneda_stoikov_mid,test,60.0,0.05,0.5,-611.2570784987282,-555.3724634499979,558.8346591499982,1751056.546663192,25892,14881.0,73404.0,11491.337305813442,87.36315490936032
avellaneda_stoikov_mid,test,60.0,0.2,0.5,-611.2570784987282,-555.3724634499979,558.8346591499982,1751056.546663192,25892,14881.0,73404.0,11491.337305813442,87.36315490936032
avellaneda_stoikov_mid,test,60.0,0.1,0.5,-611.2570784987282,-555.3724634499979,558.8346591499982,1751056.546663192,25892,14881.0,73404.0,11491.337305813442,87.36315490936032
avellaneda_stoikov_mid,test,180.0,0.05,0.5,-619.8821968641101,-563.2042636499992,566.7678495999991,1748957.3570222056,25865,21065.0,74676.0,11482.541109091751,87.35595756256801
avellaneda_stoikov_mid,test,180.0,0.1,0.5,-619.8821968641101,-563.2042636499992,566.7678495999991,1748957.3570222056,25865,21065.0,74676.0,11482.541109091751,87.35595756256801
avellaneda_stoikov_mid,test,180.0,0.2,0.5,-619.8821968641101,-563.2042636499992,566.7678495999991,1748957.3570222056,25865,21065.0,74676.0,11482.541109091751,87.35595756256801
avellaneda_stoikov_mid,test,300.0,0.05,0.5,-625.9623672749198,-568.7362272999968,572.2498994999971,1751804.016635706,25903,18868.0,78868.0,11500.249233093326,87.36072685388837
avellaneda_stoikov_mid,test,300.0,0.2,0.5,-625.9623672749198,-568.7362272999968,572.2498994999971,1751804.016635706,25903,18868.0,78868.0,11500.249233093326,87.36072685388837
avellaneda_stoikov_mid,test,300.0,0.1,0.5,-625.9623672749198,-568.7362272999968,572.2498994999971,1751804.016635706,25903,18868.0,78868.0,11500.249233093326,87.36072685388837
avellaneda_stoikov_mid,test,600.0,0.05,0.5,-639.1386398169749,-580.7193596000011,584.1813322000011,1751027.092093106,25877,19658.0,75784.0,11469.969737573218,87.36966638112658
avellaneda_stoikov_mid,test,600.0,0.2,0.5,-639.1386398169749,-580.7193596000011,584.1813322000011,1751027.092093106,25877,19658.0,75784.0,11469.969737573218,87.36966638112658
avellaneda_stoikov_mid,test,600.0,0.1,0.5,-639.1386398169749,-580.7193596000011,584.1813322000011,1751027.092093106,25877,19658.0,75784.0,11469.969737573218,87.36966638112658
